fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
63,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 20:15:00,17.52,36.2,20.0,5.0,-2.52,20.59,19.06,-3.0700000000000003,-0.1023333333333333,19.05666666666667,20.59,420.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-3.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,2238.0,2238.0,8.7,53.5,2026-06-02,61.84375,False,False
64,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 20:45:00,21.16,47.9,20.0,5.0,-3.84,17.52,20.59,3.640000000000001,0.1213333333333333,19.756666666666664,21.16,450.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-3.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,2268.0,2268.0,8.7,53.5,2026-06-02,61.864583333333336,False,False
65,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 21:15:00,18.83,49.9,20.0,5.0,-3.8299999999999983,21.16,17.52,-2.330000000000002,-0.0776666666666667,19.17,21.16,480.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-2.969999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,2298.0,2298.0,8.7,53.5,2026-06-02,61.885416666666664,False,False
66,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 21:45:00,19.87,44.7,20.0,5.0,-4.870000000000001,18.83,21.16,1.0400000000000027,0.0346666666666667,19.953333333333333,21.16,510.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-1.6700000000000017,2,True,True,0,0,0,0,0,0,0,0,0,0,2328.0,2328.0,8.7,53.5,2026-06-02,61.90625,False,False
67,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 22:15:00,17.97,42.1,20.0,5.0,-2.969999999999999,19.87,18.83,-1.900000000000002,-0.0633333333333334,18.89,19.87,540.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-1.6700000000000017,2,True,True,0,0,0,0,0,0,0,0,0,0,2358.0,2358.0,8.7,53.5,2026-06-02,61.927083333333336,False,False
68,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 22:45:00,16.67,48.3,20.0,5.0,-1.6700000000000017,17.97,19.87,-1.2999999999999972,-0.0433333333333332,18.17,19.87,570.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-3.59,2,True,True,0,0,0,0,0,0,0,0,0,0,2388.0,2388.0,8.7,53.5,2026-06-02,61.947916666666664,False,False
69,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 23:15:00,20.87,44.4,20.0,5.0,-4.129999999999999,16.67,17.97,4.199999999999999,0.1399999999999999,18.50333333333333,20.87,600.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-3.1900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,2418.0,2418.0,8.7,53.5,2026-06-02,61.96875,False,False
70,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-02 23:45:00,18.59,53.6,20.0,5.0,-3.59,20.87,16.67,-2.280000000000001,-0.076,18.710000000000004,20.87,630.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-3.1900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,2448.0,2448.0,8.7,53.5,2026-06-02,61.989583333333336,False,False
71,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-03 00:15:00,21.81,52.7,20.0,5.0,-3.1900000000000013,18.59,20.87,3.219999999999999,0.1073333333333333,20.423333333333336,21.81,660.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,-4.670000000000002,1,True,True,0,0,0,0,0,0,0,0,0,0,2478.0,2478.0,8.7,53.5,2026-06-02,62.010416666666664,False,False
72,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,2026-08-03 00:45:00,19.67,58.9,20.0,5.0,-4.670000000000002,21.81,18.59,-2.139999999999997,-0.0713333333333332,20.023333333333333,21.81,690.0,Seco,Seco,5000,Santa Cruz,275.0,72.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,2508.0,2508.0,8.7,53.5,2026-06-02,62.03125,False,False
73,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 19:25:00,20.85,39.7,20.0,5.0,-4.149999999999999,,,,,20.85,20.85,0.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.530000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.80902777777778,False,False
74,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 19:55:00,20.47,52.9,20.0,5.0,-4.530000000000001,20.85,,-0.3800000000000025,-0.0126666666666667,20.66,20.85,30.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.3099999999999987,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.82986111111111,False,False
75,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 20:25:00,19.89,54.0,20.0,5.0,-4.890000000000001,20.47,20.85,-0.5799999999999983,-0.0193333333333332,20.40333333333333,20.85,60.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.3099999999999987,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.850694444444443,False,False
76,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 20:55:00,18.31,57.7,20.0,5.0,-3.3099999999999987,19.89,20.47,-1.5800000000000018,-0.0526666666666667,19.55666666666667,20.47,90.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.5700000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.87152777777778,False,False
77,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 21:25:00,18.69,53.2,20.0,5.0,-3.690000000000001,18.31,19.89,0.3800000000000025,0.0126666666666667,18.96333333333333,19.89,120.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.5700000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.89236111111111,False,False
78,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 21:55:00,18.57,34.8,20.0,5.0,-3.5700000000000003,18.69,18.31,-0.120000000000001,-0.004,18.523333333333333,18.69,150.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.48,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.913194444444443,False,False
79,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 22:25:00,20.52,46.7,20.0,5.0,-4.48,18.57,18.69,1.9499999999999995,0.0649999999999999,19.26,20.52,180.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.6000000000000014,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.93402777777778,False,False
80,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 22:55:00,19.97,54.1,20.0,5.0,-4.969999999999999,20.52,18.57,-0.5500000000000007,-0.0183333333333333,19.686666666666667,20.52,210.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.6000000000000014,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.95486111111111,False,False
81,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 23:25:00,17.6,48.9,20.0,5.0,-2.6000000000000014,19.97,20.52,-2.369999999999997,-0.0789999999999999,19.363333333333333,20.52,240.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-1.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.975694444444443,False,False
82,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-02 23:55:00,18.12,48.0,20.0,5.0,-3.120000000000001,17.6,19.97,0.5199999999999996,0.0173333333333333,18.563333333333336,19.97,270.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-1.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,31.99652777777778,False,False
83,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 00:25:00,23.92,53.8,20.0,5.0,-1.0799999999999983,18.12,17.6,5.800000000000001,0.1933333333333333,19.88,23.92,300.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.2600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.017361111111114,False,False
84,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 00:55:00,19.92,41.7,20.0,5.0,-4.920000000000002,23.92,18.12,-4.0,-0.1333333333333333,20.653333333333336,23.92,330.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.5,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.03819444444444,False,False
85,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 01:25:00,18.26,47.1,20.0,5.0,-3.2600000000000016,19.92,23.92,-1.66,-0.0553333333333333,20.700000000000003,23.92,360.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.5,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.05902777777778,False,False
86,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 01:55:00,17.5,45.0,20.0,5.0,-2.5,18.26,19.92,-0.7600000000000016,-0.0253333333333333,18.56,19.92,390.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.289999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.079861111111114,False,False
87,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 02:25:00,19.29,45.6,20.0,5.0,-4.289999999999999,17.5,18.26,1.7899999999999991,0.0596666666666666,18.35,19.29,420.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.1000000000000014,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.10069444444444,False,False
88,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 02:55:00,20.37,52.6,20.0,5.0,-4.629999999999999,19.29,17.5,1.0800000000000018,0.036,19.05333333333333,20.37,450.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.030000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.12152777777778,False,False
89,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 03:25:00,22.9,59.2,20.0,5.0,-2.1000000000000014,20.37,19.29,2.5299999999999976,0.0843333333333332,20.85333333333333,22.9,480.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.030000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.142361111111114,False,False
90,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 03:55:00,22.97,41.7,20.0,5.0,-2.030000000000001,22.9,20.37,0.0700000000000002,0.0023333333333333,22.08,22.97,510.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.579999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.16319444444444,False,False
91,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 04:25:00,19.8,48.0,20.0,5.0,-4.800000000000001,22.97,22.9,-3.169999999999998,-0.1056666666666666,21.89,22.97,540.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-0.9900000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.18402777777778,False,False
92,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 04:55:00,20.42,56.4,20.0,5.0,-4.579999999999998,19.8,22.97,0.620000000000001,0.0206666666666667,21.063333333333333,22.97,570.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-0.9900000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.204861111111114,False,False
93,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 05:25:00,15.99,57.3,20.0,5.0,-0.9900000000000002,20.42,19.8,-4.4300000000000015,-0.1476666666666667,18.736666666666668,20.42,600.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.2600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.22569444444444,False,False
94,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 05:55:00,18.63,43.0,20.0,5.0,-3.629999999999999,15.99,20.42,2.639999999999999,0.0879999999999999,18.346666666666668,20.42,630.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.2600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.24652777777778,False,False
95,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 06:25:00,17.26,38.3,20.0,5.0,-2.2600000000000016,18.63,15.99,-1.3699999999999974,-0.0456666666666665,17.293333333333337,18.63,660.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.16,1,True,True,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.267361111111114,False,False
96,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 06:55:00,18.16,46.9,20.0,5.0,-3.16,17.26,18.63,0.8999999999999986,0.0299999999999999,18.01666666666667,18.63,690.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,,,6.4,24.5,2026-07-02,32.28819444444444,False,False
97,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 18:41:00,3.54,73.4,4.0,2.0,-1.54,,,,,3.54,3.54,0.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.04,2,True,True,0,1,1,0,0,0,0,0,0,0,119.0,,6.7,47.6,2026-06-12,55.77847222222222,True,False
98,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 19:11:00,2.04,63.8,4.0,2.0,-0.04,3.54,,-1.5,-0.05,2.79,3.54,30.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.33,2,True,True,0,1,1,0,0,0,0,0,0,0,149.0,,6.7,47.6,2026-06-12,55.799305555555556,True,False
99,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 19:41:00,3.66,76.2,4.0,2.0,-1.66,2.04,3.54,1.62,0.054,3.08,3.66,60.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,1,0.91,2,True,True,0,1,1,0,0,0,0,0,0,0,179.0,,6.7,47.6,2026-06-12,55.82013888888889,True,False
100,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 20:11:00,3.33,75.2,4.0,2.0,-1.33,3.66,2.04,-0.33,-0.011,3.01,3.66,90.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,1,0.91,2,True,True,0,0,1,0,0,0,0,0,0,0,209.0,,6.7,47.6,2026-06-12,55.84097222222222,True,False
101,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 20:41:00,6.91,73.3,4.0,2.0,0.91,3.33,3.66,3.58,0.1193333333333333,4.633333333333334,6.91,120.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7400000000000002,2,True,True,0,0,1,0,0,0,0,0,0,0,239.0,,6.7,47.6,2026-06-12,55.861805555555556,True,False
102,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 21:11:00,3.7,78.5,4.0,2.0,-1.7000000000000002,6.91,3.33,-3.21,-0.107,4.646666666666667,6.91,150.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7400000000000002,2,True,True,0,0,1,0,0,0,0,0,0,0,269.0,,6.7,47.6,2026-06-12,55.88263888888889,True,False
103,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 21:41:00,2.74,62.5,4.0,2.0,-0.7400000000000002,3.7,6.91,-0.96,-0.032,4.45,6.91,180.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7599999999999998,2,True,True,0,0,1,0,0,0,0,0,0,0,299.0,,6.7,47.6,2026-06-12,55.90347222222222,True,False
104,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 22:11:00,2.84,88.4,4.0,2.0,-0.8399999999999999,2.74,3.7,0.0999999999999996,0.0033333333333333,3.0933333333333337,3.7,210.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7599999999999998,2,True,True,0,0,1,0,0,0,0,0,0,0,329.0,,6.7,47.6,2026-06-12,55.924305555555556,True,False
105,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 22:41:00,2.76,86.3,4.0,2.0,-0.7599999999999998,2.84,2.74,-0.08,-0.0026666666666666,2.78,2.84,240.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.9500000000000002,2,True,True,0,0,1,0,0,0,0,0,0,0,359.0,,6.7,47.6,2026-06-12,55.94513888888889,True,False
106,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 23:11:00,5.05,82.8,4.0,2.0,-0.9500000000000002,2.76,2.84,2.29,0.0763333333333333,3.5499999999999994,5.05,270.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.1100000000000003,2,True,True,0,0,1,0,0,0,0,0,0,0,389.0,,6.7,47.6,2026-06-12,55.96597222222222,True,False
107,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 23:41:00,4.89,77.6,4.0,2.0,-1.1100000000000003,5.05,2.76,-0.1600000000000001,-0.0053333333333333,4.233333333333333,5.05,300.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3200000000000005,2,True,True,0,0,1,0,0,0,0,0,0,0,419.0,,6.7,47.6,2026-06-12,55.986805555555556,True,False
108,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 00:11:00,3.51,86.8,4.0,2.0,-1.5099999999999998,4.89,5.05,-1.38,-0.046,4.483333333333333,5.05,330.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3200000000000005,2,True,True,0,0,1,0,0,0,0,0,0,0,449.0,,6.7,47.6,2026-06-12,56.00763888888889,True,False
109,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 00:41:00,4.68,82.1,4.0,2.0,-1.3200000000000005,3.51,4.89,1.17,0.039,4.359999999999999,4.89,360.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.41,2,True,True,0,0,1,0,0,0,0,0,0,0,479.0,,6.7,47.6,2026-06-12,56.02847222222222,True,False
110,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 01:11:00,4.46,79.0,4.0,2.0,-1.54,4.68,3.51,-0.2199999999999997,-0.0073333333333333,4.216666666666666,4.68,390.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.41,2,True,True,0,0,1,0,0,0,0,0,0,0,509.0,,6.7,47.6,2026-06-12,56.049305555555556,True,False
111,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 01:41:00,3.41,73.6,4.0,2.0,-1.41,4.46,4.68,-1.0499999999999998,-0.0349999999999999,4.183333333333334,4.68,420.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.0699999999999998,2,True,True,0,0,1,0,0,0,0,0,0,0,539.0,,6.7,47.6,2026-06-12,56.07013888888889,True,False
112,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 02:11:00,3.97,90.2,4.0,2.0,-1.97,3.41,4.46,0.56,0.0186666666666666,3.9466666666666663,4.46,450.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.0699999999999998,2,True,True,0,0,1,0,0,0,0,0,0,0,569.0,,6.7,47.6,2026-06-12,56.09097222222222,True,False
113,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 02:41:00,3.07,92.9,4.0,2.0,-1.0699999999999998,3.97,3.41,-0.9000000000000004,-0.03,3.483333333333333,3.97,480.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,1,0,0,0,0,0,0,0,599.0,,6.7,47.6,2026-06-12,56.111805555555556,True,False
114,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 03:11:00,4.35,72.3,4.0,2.0,-1.6500000000000004,3.07,3.97,1.2799999999999998,0.0426666666666666,3.796666666666667,4.35,510.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,1,0,0,0,0,0,0,0,629.0,,6.7,47.6,2026-06-12,56.13263888888889,True,False
115,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 03:41:00,2.87,72.0,4.0,2.0,-0.8700000000000001,4.35,3.07,-1.4799999999999995,-0.0493333333333333,3.43,4.35,540.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.12,2,True,True,0,0,1,0,0,0,0,0,0,0,659.0,,6.7,47.6,2026-06-12,56.15347222222222,True,False
116,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 04:11:00,3.75,90.0,4.0,2.0,-1.75,2.87,4.35,0.8799999999999999,0.0293333333333333,3.6566666666666654,4.35,570.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7699999999999996,2,True,True,0,0,1,0,0,0,0,0,0,0,689.0,,6.7,47.6,2026-06-12,56.174305555555556,True,False
117,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 04:41:00,4.88,65.2,4.0,2.0,-1.12,3.75,2.87,1.13,0.0376666666666666,3.8333333333333335,4.88,600.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7699999999999996,2,True,True,0,0,1,0,0,0,0,0,0,0,719.0,,6.7,47.6,2026-06-12,56.19513888888889,True,False
118,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 05:11:00,5.23,68.1,4.0,2.0,-0.7699999999999996,4.88,3.75,0.3500000000000005,0.0116666666666666,4.62,5.23,630.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.34,2,True,True,0,0,1,0,0,0,0,0,0,0,749.0,,6.7,47.6,2026-06-12,56.21597222222222,True,False
119,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 05:41:00,4.46,78.8,4.0,2.0,-1.54,5.23,4.88,-0.7700000000000005,-0.0256666666666666,4.8566666666666665,5.23,660.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.34,1,True,True,0,0,1,0,0,0,0,0,0,0,779.0,,6.7,47.6,2026-06-12,56.236805555555556,True,False
120,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 06:11:00,4.66,83.2,4.0,2.0,-1.34,4.46,5.23,0.2000000000000001,0.0066666666666666,4.783333333333334,5.23,690.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,,0,True,False,0,0,1,0,0,0,0,0,0,0,809.0,,6.7,47.6,2026-06-12,56.25763888888889,True,False
122,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 11:27:00,-18.9,69.4,-18.0,2.0,-1.1000000000000014,,,,,-18.9,-18.9,0.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.4499999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.477083333333333,False,False
123,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 11:57:00,-17.45,77.1,-18.0,2.0,-1.4499999999999993,-18.9,,1.4499999999999993,0.0483333333333333,-18.175,-17.45,30.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9388888888888828,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.497916666666665,False,False
124,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 12:27:00,-18.48,74.6,-18.0,2.0,-1.5199999999999996,-17.45,-18.9,-1.0300000000000011,-0.0343333333333333,-18.276666666666667,-17.45,60.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9388888888888828,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.51875,False,False
125,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 12:57:00,-19.06111111111112,72.3,-18.0,2.0,-0.9388888888888828,-18.48,-17.45,-0.5811111111111167,-0.0193703703703705,-18.33037037037037,-17.45,90.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.7199999999999989,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.539583333333333,False,False
126,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 13:27:00,-17.81,76.3,-18.0,2.0,-1.8099999999999987,-19.06111111111112,-18.48,1.2511111111111184,0.0417037037037039,-18.450370370370376,-17.81,120.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.560416666666665,False,False
127,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 13:57:00,-18.28,65.1,-18.0,2.0,-1.7199999999999989,-17.81,-19.06111111111112,-0.4700000000000024,-0.0156666666666667,-18.383703703703706,-17.81,150.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,,,7.7,29.8,2026-07-15,27.58125,False,False
