fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min
86,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 01:55:00,17.5,45.0,20.0,5.0,-2.5,18.26,19.92,-0.7600000000000016,-0.025333333333333385,18.560000000000002,19.92,390.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.289999999999999,2,True,True
87,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 02:25:00,19.29,45.6,20.0,5.0,-4.289999999999999,17.5,18.26,1.7899999999999991,0.05966666666666664,18.349999999999998,19.29,420.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.1000000000000014,2,True,True
88,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 02:55:00,20.37,52.6,20.0,5.0,-4.629999999999999,19.29,17.5,1.0800000000000018,0.03600000000000006,19.05333333333333,20.37,450.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.030000000000001,2,True,True
89,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 03:25:00,22.9,59.2,20.0,5.0,-2.1000000000000014,20.37,19.29,2.5299999999999976,0.08433333333333325,20.85333333333333,22.9,480.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.030000000000001,2,True,True
90,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 03:55:00,22.97,41.7,20.0,5.0,-2.030000000000001,22.9,20.37,0.07000000000000028,0.0023333333333333426,22.08,22.97,510.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-4.579999999999998,2,True,True
91,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 04:25:00,19.8,48.0,20.0,5.0,-4.800000000000001,22.97,22.9,-3.169999999999998,-0.1056666666666666,21.89,22.97,540.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-0.9900000000000002,2,True,True
92,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 04:55:00,20.42,56.4,20.0,5.0,-4.579999999999998,19.8,22.97,0.620000000000001,0.0206666666666667,21.063333333333333,22.97,570.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-0.9900000000000002,2,True,True
93,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 05:25:00,15.99,57.3,20.0,5.0,-0.9900000000000002,20.42,19.8,-4.4300000000000015,-0.14766666666666672,18.736666666666668,20.42,600.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.2600000000000016,2,True,True
94,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 05:55:00,18.63,43.0,20.0,5.0,-3.629999999999999,15.99,20.42,2.639999999999999,0.08799999999999995,18.346666666666668,20.42,630.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-2.2600000000000016,2,True,True
95,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 06:25:00,17.26,38.3,20.0,5.0,-2.2600000000000016,18.63,15.99,-1.3699999999999974,-0.045666666666666585,17.293333333333337,18.63,660.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,-3.16,1,True,True
96,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,2026-08-03 06:55:00,18.16,46.9,20.0,5.0,-3.16,17.26,18.63,0.8999999999999986,0.029999999999999954,18.01666666666667,18.63,690.0,Seco,Refrigerado,12000,La Paz,72.0,72.0,False,False,0,,0,True,False
97,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 18:41:00,3.54,73.4,4.0,2.0,-1.54,,,,,3.54,3.54,0.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.040000000000000036,2,True,True
98,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 19:11:00,2.04,63.8,4.0,2.0,-0.040000000000000036,3.54,,-1.5,-0.05,2.79,3.54,30.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.33,2,True,True
99,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 19:41:00,3.66,76.2,4.0,2.0,-1.6600000000000001,2.04,3.54,1.62,0.054000000000000006,3.08,3.66,60.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,1,0.9100000000000001,2,True,True
100,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 20:11:00,3.33,75.2,4.0,2.0,-1.33,3.66,2.04,-0.33000000000000007,-0.011000000000000003,3.0100000000000002,3.66,90.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,1,0.9100000000000001,2,True,True
101,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 20:41:00,6.91,73.3,4.0,2.0,0.9100000000000001,3.33,3.66,3.58,0.11933333333333333,4.633333333333334,6.91,120.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7400000000000002,2,True,True
102,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 21:11:00,3.7,78.5,4.0,2.0,-1.7000000000000002,6.91,3.33,-3.21,-0.107,4.646666666666667,6.91,150.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7400000000000002,2,True,True
103,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 21:41:00,2.74,62.5,4.0,2.0,-0.7400000000000002,3.7,6.91,-0.96,-0.032,4.45,6.91,180.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7599999999999998,2,True,True
104,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 22:11:00,2.84,88.4,4.0,2.0,-0.8399999999999999,2.74,3.7,0.09999999999999964,0.0033333333333333214,3.0933333333333337,3.7,210.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7599999999999998,2,True,True
105,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 22:41:00,2.76,86.3,4.0,2.0,-0.7599999999999998,2.84,2.74,-0.08000000000000007,-0.002666666666666669,2.78,2.84,240.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.9500000000000002,2,True,True
106,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 23:11:00,5.05,82.8,4.0,2.0,-0.9500000000000002,2.76,2.84,2.29,0.07633333333333334,3.5499999999999994,5.05,270.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.1100000000000003,2,True,True
107,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-06 23:41:00,4.89,77.6,4.0,2.0,-1.1100000000000003,5.05,2.76,-0.16000000000000014,-0.005333333333333338,4.233333333333333,5.05,300.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3200000000000003,2,True,True
108,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 00:11:00,3.51,86.8,4.0,2.0,-1.5099999999999998,4.89,5.05,-1.38,-0.046,4.483333333333333,5.05,330.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3200000000000003,2,True,True
109,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 00:41:00,4.68,82.1,4.0,2.0,-1.3200000000000003,3.51,4.89,1.17,0.039,4.359999999999999,4.89,360.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.4100000000000001,2,True,True
110,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 01:11:00,4.46,79.0,4.0,2.0,-1.54,4.68,3.51,-0.21999999999999975,-0.007333333333333325,4.216666666666666,4.68,390.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.4100000000000001,2,True,True
111,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 01:41:00,3.41,73.6,4.0,2.0,-1.4100000000000001,4.46,4.68,-1.0499999999999998,-0.034999999999999996,4.183333333333334,4.68,420.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.0699999999999998,2,True,True
112,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 02:11:00,3.97,90.2,4.0,2.0,-1.9700000000000002,3.41,4.46,0.56,0.018666666666666668,3.9466666666666668,4.46,450.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.0699999999999998,2,True,True
113,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 02:41:00,3.07,92.9,4.0,2.0,-1.0699999999999998,3.97,3.41,-0.9000000000000004,-0.030000000000000013,3.483333333333333,3.97,480.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.8700000000000001,2,True,True
114,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 03:11:00,4.35,72.3,4.0,2.0,-1.6500000000000004,3.07,3.97,1.2799999999999998,0.04266666666666666,3.796666666666667,4.35,510.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.8700000000000001,2,True,True
115,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 03:41:00,2.87,72.0,4.0,2.0,-0.8700000000000001,4.35,3.07,-1.4799999999999995,-0.04933333333333332,3.4299999999999997,4.35,540.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.12,2,True,True
116,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 04:11:00,3.75,90.0,4.0,2.0,-1.75,2.87,4.35,0.8799999999999999,0.02933333333333333,3.6566666666666663,4.35,570.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7699999999999996,2,True,True
117,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 04:41:00,4.88,65.2,4.0,2.0,-1.12,3.75,2.87,1.13,0.03766666666666666,3.8333333333333335,4.88,600.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-0.7699999999999996,2,True,True
118,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 05:11:00,5.23,68.1,4.0,2.0,-0.7699999999999996,4.88,3.75,0.35000000000000053,0.011666666666666685,4.62,5.23,630.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3399999999999999,2,True,True
119,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 05:41:00,4.46,78.8,4.0,2.0,-1.54,5.23,4.88,-0.7700000000000005,-0.02566666666666668,4.8566666666666665,5.23,660.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,-1.3399999999999999,1,True,True
120,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2026-08-07 06:11:00,4.66,83.2,4.0,2.0,-1.3399999999999999,4.46,5.23,0.20000000000000018,0.006666666666666672,4.783333333333334,5.23,690.0,Fresco,Refrigerado,2000,Cochabamba,338.0,48.0,False,False,0,,0,True,False
122,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 11:27:00,-18.9,69.4,-18.0,2.0,-1.1000000000000014,,,,,-18.9,-18.9,0.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.4499999999999993,2,True,True
123,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 11:57:00,-17.45,77.1,-18.0,2.0,-1.4499999999999993,-18.9,,1.4499999999999993,0.04833333333333331,-18.174999999999997,-17.45,30.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9388888888888829,2,True,True
124,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 12:27:00,-18.48,74.6,-18.0,2.0,-1.5199999999999996,-17.45,-18.9,-1.0300000000000011,-0.03433333333333337,-18.276666666666667,-17.45,60.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9388888888888829,2,True,True
125,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 12:57:00,-19.061111111111117,72.3,-18.0,2.0,-0.9388888888888829,-18.48,-17.45,-0.5811111111111167,-0.019370370370370555,-18.33037037037037,-17.45,90.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.7199999999999989,2,True,True
126,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 13:27:00,-17.81,76.3,-18.0,2.0,-1.8099999999999987,-19.061111111111117,-18.48,1.2511111111111184,0.041703703703703944,-18.450370370370376,-17.81,120.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True
127,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 13:57:00,-18.28,65.1,-18.0,2.0,-1.7199999999999989,-17.81,-19.061111111111117,-0.4700000000000024,-0.01566666666666675,-18.383703703703706,-17.81,150.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True
128,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 14:27:00,-18.8,66.2,-18.0,2.0,-1.1999999999999993,-18.28,-17.81,-0.5199999999999996,-0.01733333333333332,-18.296666666666667,-17.81,180.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.4600000000000009,2,True,True
129,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 14:57:00,-17.7,56.3,-18.0,2.0,-1.6999999999999993,-18.8,-18.28,1.1000000000000014,0.036666666666666715,-18.26,-17.7,210.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.2399999999999984,2,True,True
130,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 15:27:00,-18.54,67.3,-18.0,2.0,-1.4600000000000009,-17.7,-18.8,-0.8399999999999999,-0.027999999999999994,-18.346666666666664,-17.7,240.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.2399999999999984,2,True,True
131,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 15:57:00,-17.24,61.8,-18.0,2.0,-1.2399999999999984,-18.54,-17.7,1.3000000000000007,0.043333333333333356,-17.826666666666664,-17.24,270.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.870000000000001,2,True,True
132,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 16:27:00,-18.13,73.3,-18.0,2.0,-1.870000000000001,-17.24,-18.54,-0.8900000000000006,-0.029666666666666685,-17.97,-17.24,300.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True
133,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 16:57:00,-17.93,65.6,-18.0,2.0,-1.9299999999999997,-18.13,-17.24,0.1999999999999993,0.006666666666666643,-17.766666666666666,-17.24,330.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1999999999999993,2,True,True
134,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 17:27:00,-18.8,75.6,-18.0,2.0,-1.1999999999999993,-17.93,-18.13,-0.870000000000001,-0.029000000000000033,-18.286666666666665,-17.93,360.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.2100000000000009,2,True,True
135,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 17:57:00,-18.3,65.2,-18.0,2.0,-1.6999999999999993,-18.8,-17.93,0.5,0.016666666666666666,-18.343333333333334,-17.93,390.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.0399999999999991,2,True,True
136,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 18:27:00,-18.79,67.4,-18.0,2.0,-1.2100000000000009,-18.3,-18.8,-0.48999999999999844,-0.01633333333333328,-18.63,-18.3,420.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.0399999999999991,2,True,True
137,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 18:57:00,-17.04,64.3,-18.0,2.0,-1.0399999999999991,-18.79,-18.3,1.75,0.058333333333333334,-18.043333333333333,-17.04,450.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.0700000000000003,2,True,True
138,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 19:27:00,-18.93,61.1,-18.0,2.0,-1.0700000000000003,-17.04,-18.79,-1.8900000000000006,-0.06300000000000001,-18.253333333333334,-17.04,480.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.1900000000000013,2,True,True
139,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 19:57:00,-18.81,75.4,-18.0,2.0,-1.1900000000000013,-18.93,-17.04,0.120000000000001,0.004000000000000033,-18.259999999999998,-17.04,510.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9699999999999989,2,True,True
140,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 20:27:00,-17.75,61.9,-18.0,2.0,-1.75,-18.81,-18.93,1.0599999999999987,0.03533333333333329,-18.496666666666666,-17.75,540.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.9699999999999989,2,True,True
141,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 20:57:00,-16.97,70.1,-18.0,2.0,-0.9699999999999989,-17.75,-18.81,0.7800000000000011,0.026000000000000037,-17.843333333333334,-16.97,570.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.3999999999999986,2,True,True
142,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 21:27:00,-17.92,70.0,-18.0,2.0,-1.9200000000000017,-16.97,-17.75,-0.9500000000000028,-0.03166666666666676,-17.546666666666667,-16.97,600.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-0.3999999999999986,2,True,True
143,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 21:57:00,-16.4,74.7,-18.0,2.0,-0.3999999999999986,-17.92,-16.97,1.5200000000000031,0.05066666666666677,-17.096666666666668,-16.4,630.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,-1.870000000000001,1,True,True
144,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,2026-08-11 22:27:00,-18.13,70.1,-18.0,2.0,-1.870000000000001,-16.4,-17.92,-1.7300000000000004,-0.05766666666666668,-17.483333333333334,-16.4,660.0,Congelado,Refrigerado,8000,Tarija,336.0,72.0,False,False,0,,0,True,False
145,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 17:06:00,3.57,76.7,4.0,2.0,-1.5699999999999998,,,,,3.57,3.57,0.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.5,2,True,True
146,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 17:36:00,3.5,78.9,4.0,2.0,-1.5,3.57,,-0.06999999999999984,-0.002333333333333328,3.535,3.57,30.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.0599999999999996,2,True,True
147,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 18:06:00,4.41,78.6,4.0,2.0,-1.5899999999999999,3.5,3.57,0.9100000000000001,0.030333333333333337,3.8266666666666667,4.41,60.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.0599999999999996,2,True,True
148,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 18:36:00,4.94,77.5,4.0,2.0,-1.0599999999999996,4.41,3.5,0.5300000000000002,0.017666666666666674,4.283333333333334,4.94,90.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.8599999999999999,2,True,True
149,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 19:06:00,3.6,70.3,4.0,2.0,-1.6,4.94,4.41,-1.3400000000000003,-0.044666666666666674,4.316666666666667,4.94,120.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.8399999999999999,2,True,True
150,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 19:36:00,2.86,68.6,4.0,2.0,-0.8599999999999999,3.6,4.94,-0.7400000000000002,-0.024666666666666674,3.8000000000000003,4.94,150.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.8399999999999999,2,True,True
151,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 20:06:00,2.84,71.1,4.0,2.0,-0.8399999999999999,2.86,3.6,-0.020000000000000018,-0.0006666666666666673,3.1,3.6,180.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.04,2,True,True
152,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 20:36:00,4.5,59.2,4.0,2.0,-1.5,2.84,2.86,1.6600000000000001,0.05533333333333334,3.4,4.5,210.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.6000000000000001,2,True,True
153,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 21:06:00,4.96,93.0,4.0,2.0,-1.04,4.5,2.84,0.45999999999999996,0.015333333333333332,4.1000000000000005,4.96,240.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.6000000000000001,2,True,True
154,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 21:36:00,2.6,75.0,4.0,2.0,-0.6000000000000001,4.96,4.5,-2.36,-0.07866666666666666,4.0200000000000005,4.96,270.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.4299999999999997,2,True,True
155,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 22:06:00,4.57,74.0,4.0,2.0,-1.4299999999999997,2.6,4.96,1.9700000000000002,0.06566666666666668,4.043333333333334,4.96,300.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.83,2,True,True
156,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 22:36:00,3.88,83.1,4.0,2.0,-1.88,4.57,2.6,-0.6900000000000004,-0.023000000000000013,3.6833333333333336,4.57,330.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,1,0.08000000000000007,2,True,True
157,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 23:06:00,3.83,75.4,4.0,2.0,-1.83,3.88,4.57,-0.04999999999999982,-0.0016666666666666607,4.093333333333334,4.57,360.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,1,0.28000000000000025,2,True,True
158,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-21 23:36:00,1.92,86.0,4.0,2.0,0.08000000000000007,3.83,3.88,-1.9100000000000001,-0.06366666666666668,3.2100000000000004,3.88,390.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,1,0.28000000000000025,2,True,True
159,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 00:06:00,1.72,82.4,4.0,2.0,0.28000000000000025,1.92,3.83,-0.19999999999999996,-0.006666666666666665,2.49,3.83,420.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.46,2,True,True
160,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 00:36:00,3.46,82.6,4.0,2.0,-1.46,1.72,1.92,1.74,0.058,2.3666666666666667,3.46,450.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.37,2,True,True
161,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 01:06:00,3.88,78.3,4.0,2.0,-1.88,3.46,1.72,0.41999999999999993,0.013999999999999997,3.02,3.88,480.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.37,2,True,True
162,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 01:36:00,4.63,85.7,4.0,2.0,-1.37,3.88,3.46,0.75,0.025,3.99,4.63,510.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.4500000000000002,2,True,True
163,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 02:06:00,4.35,72.6,4.0,2.0,-1.6500000000000004,4.63,3.88,-0.28000000000000025,-0.009333333333333341,4.286666666666667,4.63,540.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.25,2,True,True
164,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 02:36:00,4.55,82.5,4.0,2.0,-1.4500000000000002,4.35,4.63,0.20000000000000018,0.006666666666666672,4.510000000000001,4.63,570.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-1.25,2,True,True
165,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 03:06:00,4.75,71.4,4.0,2.0,-1.25,4.55,4.35,0.20000000000000018,0.006666666666666672,4.550000000000001,4.75,600.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.8999999999999999,2,True,True
166,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 03:36:00,3.99,79.8,4.0,2.0,-1.9900000000000002,4.75,4.55,-0.7599999999999998,-0.025333333333333326,4.43,4.75,630.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.8999999999999999,2,True,True
167,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 04:06:00,2.9,81.8,4.0,2.0,-0.8999999999999999,3.99,4.75,-1.0900000000000003,-0.03633333333333334,3.8800000000000003,4.75,660.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,-0.96,1,True,True
168,VIA-00007,ORD-2026-01828,CAM-19,PROD-037,2026-08-22 04:36:00,5.04,82.2,4.0,2.0,-0.96,2.9,3.99,2.14,0.07133333333333333,3.976666666666667,5.04,690.0,Fresco,Refrigerado,2000,Tarija,474.0,72.0,False,False,0,,0,True,False
169,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,2026-08-03 22:24:00,3.91,91.7,4.0,2.0,-1.9100000000000001,,,,,3.91,3.91,0.0,Fresco,Refrigerado,2000,La Paz,441.0,48.0,False,False,0,-1.29,2,True,True
170,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,2026-08-03 22:54:00,4.58,77.4,4.0,2.0,-1.42,3.91,,0.6699999999999999,0.02233333333333333,4.245,4.58,30.0,Fresco,Refrigerado,2000,La Paz,441.0,48.0,False,False,0,-1.29,2,True,True
171,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,2026-08-03 23:24:00,3.29,91.6,4.0,2.0,-1.29,4.58,3.91,-1.29,-0.043000000000000003,3.926666666666667,4.58,60.0,Fresco,Refrigerado,2000,La Paz,441.0,48.0,False,False,0,-1.75,2,True,True
172,VIA-00008,ORD-2026-00548,CAM-28,PROD-004,2026-08-03 23:54:00,3.77,74.3,4.0,2.0,-1.77,3.29,4.58,0.48,0.016,3.8800000000000003,4.58,90.0,Fresco,Refrigerado,2000,La Paz,441.0,48.0,False,False,0,-1.75,2,True,True
