fila_bronze,movimiento_id,lote_id,producto_id,centro_distribucion,fecha_ingreso,fecha_salida,fecha_vencimiento,cantidad_ingreso,cantidad_salida,cantidad_merma,dias_en_almacen,costo_unitario_bob,movimiento_id_en_cuarentena,movimiento_id_motivo,lote_id_en_cuarentena,lote_id_motivo,producto_id_en_cuarentena,producto_id_motivo,centro_distribucion_en_cuarentena,centro_distribucion_motivo,fecha_ingreso_en_cuarentena,fecha_ingreso_motivo,fecha_salida_en_cuarentena,fecha_salida_motivo,fecha_vencimiento_en_cuarentena,fecha_vencimiento_motivo,cantidad_ingreso_en_cuarentena,cantidad_ingreso_motivo,cantidad_salida_en_cuarentena,cantidad_salida_motivo,cantidad_merma_en_cuarentena,cantidad_merma_motivo,dias_en_almacen_en_cuarentena,dias_en_almacen_motivo,costo_unitario_bob_en_cuarentena,costo_unitario_bob_motivo,en_cuarentena_diagnostico,acciones_tratamiento,motivos_tratamiento,fecha_ingreso_tratada,fecha_salida_tratada,fecha_vencimiento_tratada,producto_id_tratado,cantidad_ingreso_tratada,cantidad_salida_tratada,cantidad_merma_tratada,dias_en_almacen_tratada,costo_unitario_bob_tratada,vida_util_producto_dias_usada,vencimiento_imputado,motivo_cuarentena_final,saldo_unidades_inventario,riesgo_salida_post_vencimiento,riesgo_basado_en_vencimiento_imputado,en_cuarentena_final,decision_tratamiento,apto_kpi_vencimiento_observado
75,MOV-000075,LOT-2026-00075,PROD-031,Tarija,2026-05-14,2026-05-31,2027-05-14,137,136,1,17,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-14,2026-05-31,2027-05-14,PROD-031,137,136,1,17,50.89,365.0,False,,0,False,False,False,SILVER,True
76,MOV-000076,LOT-2026-00076,PROD-003,Cochabamba,2026-07-03,2026-08-18,2027-07-03,649,631,15,46,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-03,2026-08-18,2027-07-03,PROD-003,649,631,15,46,68.01,365.0,False,,3,False,False,False,SILVER,True
77,MOV-000077,LOT-2026-00077,PROD-056,Cochabamba,2026-08-22,2026-08-29,2026-09-09,831,809,22,7,33.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-22,2026-08-29,2026-09-09,PROD-056,831,809,22,7,33.35,18.0,False,,0,False,False,False,SILVER,True
78,MOV-000078,LOT-2026-00078,PROD-054,La Paz,2026-06-28,2026-07-23,2026-12-25,340,335,5,25,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-28,2026-07-23,2026-12-25,PROD-054,340,335,5,25,79.92,180.0,False,,0,False,False,False,SILVER,True
79,MOV-000079,LOT-2026-00079,PROD-034,Santa Cruz,2026-05-20,2026-05-28,2026-06-07,956,927,24,8,54.4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-20,2026-05-28,2026-06-07,PROD-034,956,927,24,8,54.4,18.0,False,,5,False,False,False,SILVER,True
80,MOV-000080,LOT-2026-00080,PROD-010,Oruro,2026-05-23,2026-06-26,2027-05-23,497,491,4,34,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-23,2026-06-26,2027-05-23,PROD-010,497,491,4,34,18.97,365.0,False,,2,False,False,False,SILVER,True
81,MOV-000081,LOT-2026-00081,PROD-014,Cochabamba,2026-06-06,2026-06-29,2027-06-06,834,827,7,23,74.91,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-06-29,2027-06-06,PROD-014,834,827,7,23,74.91,365.0,False,,0,False,False,False,SILVER,True
82,MOV-000082,LOT-2026-00082,PROD-037,Santa Cruz,2026-06-23,2026-07-10,2026-07-11,118,109,4,17,25.76,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-23,2026-07-10,2026-07-11,PROD-037,118,109,4,17,25.76,18.0,False,,5,False,False,False,SILVER,True
83,MOV-000083,LOT-2026-00083,PROD-013,Tarija,2026-05-28,2026-06-06,2026-06-15,113,109,3,9,46.59,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-28,2026-06-06,2026-06-15,PROD-013,113,109,3,9,46.59,18.0,False,,1,False,False,False,SILVER,True
84,MOV-000084,LOT-2026-00084,PROD-014,Oruro,2026-07-30,2026-08-23,2027-07-30,191,184,1,24,74.91,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-30,2026-08-23,2027-07-30,PROD-014,191,184,1,24,74.91,365.0,False,,6,False,False,False,SILVER,True
85,MOV-000085,LOT-2026-00085,PROD-010,Cochabamba,2026-08-20,2026-09-07,2027-08-20,429,426,2,18,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-20,2026-09-07,2027-08-20,PROD-010,429,426,2,18,18.97,365.0,False,,1,False,False,False,SILVER,True
86,MOV-000086,LOT-2026-00086,PROD-030,Oruro,2026-06-12,2026-07-05,2027-06-12,799,787,5,23,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-12,2026-07-05,2027-06-12,PROD-030,799,787,5,23,34.93,365.0,False,,7,False,False,False,SILVER,True
87,MOV-000087,LOT-2026-00087,PROD-010,Tarija,2026-08-13,2026-08-27,2027-08-13,659,651,6,14,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-13,2026-08-27,2027-08-13,PROD-010,659,651,6,14,18.97,365.0,False,,2,False,False,False,SILVER,True
88,MOV-000088,LOT-2026-00088,PROD-023,Oruro,2026-05-08,2026-05-21,2026-05-26,218,207,6,13,22.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-08,2026-05-21,2026-05-26,PROD-023,218,207,6,13,22.32,18.0,False,,5,False,False,False,SILVER,True
89,MOV-000089,LOT-2026-00089,PROD-024,Tarija,2026-06-30,2026-07-15,2027-06-30,637,628,3,15,16.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-30,2026-07-15,2027-06-30,PROD-024,637,628,3,15,16.74,365.0,False,,6,False,False,False,SILVER,True
90,MOV-000090,LOT-2026-00090,PROD-031,Cochabamba,2026-08-03,2026-08-16,2027-08-03,842,833,4,13,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-03,2026-08-16,2027-08-03,PROD-031,842,833,4,13,50.89,365.0,False,,5,False,False,False,SILVER,True
91,MOV-000091,LOT-2026-00091,PROD-039,Oruro,2026-05-01,2026-05-27,2027-05-01,392,384,3,26,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-01,2026-05-27,2027-05-01,PROD-039,392,384,3,26,53.27,365.0,False,,5,False,False,False,SILVER,True
92,MOV-000092,LOT-2026-00092,PROD-028,Cochabamba,2026-06-30,2026-08-08,2027-06-30,930,910,14,39,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-30,2026-08-08,2027-06-30,PROD-028,930,910,14,39,27.13,365.0,False,,6,False,False,False,SILVER,True
93,MOV-000093,LOT-2026-00093,PROD-059,Tarija,2026-05-05,2026-05-17,2027-05-05,778,769,5,12,49.31,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-05,2026-05-17,2027-05-05,PROD-059,778,769,5,12,49.31,365.0,False,,4,False,False,False,SILVER,True
94,MOV-000094,LOT-2026-00094,PROD-056,Santa Cruz,2026-07-26,2026-08-26,2026-08-13,148,138,8,31,33.35,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-26,2026-08-26,2026-08-13,PROD-056,148,138,8,31,33.35,18.0,False,,2,True,False,False,SILVER,True
95,MOV-000095,LOT-2026-00095,PROD-009,Cochabamba,2026-06-13,2026-06-19,2026-07-01,364,352,9,6,75.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-13,2026-06-19,2026-07-01,PROD-009,364,352,9,6,75.19,18.0,False,,3,False,False,False,SILVER,True
96,MOV-000096,LOT-2026-00096,PROD-030,Tarija,2026-06-22,2026-07-11,2027-06-22,775,764,5,19,34.93,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-22,2026-07-11,2027-06-22,PROD-030,775,764,5,19,34.93,365.0,False,,6,False,False,False,SILVER,True
97,MOV-000097,LOT-2026-00097,PROD-043,Cochabamba,2026-08-03,2026-08-07,2027-01-30,684,668,9,4,16.46,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-03,2026-08-07,2027-01-30,PROD-043,684,668,9,4,16.46,180.0,False,,7,False,False,False,SILVER,True
98,MOV-000098,LOT-2026-00098,PROD-002,Cochabamba,2026-05-20,2026-06-08,2027-05-20,756,751,4,19,82.37,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-20,2026-06-08,2027-05-20,PROD-002,756,751,4,19,82.37,365.0,False,,1,False,False,False,SILVER,True
99,MOV-000099,LOT-2026-00099,PROD-002,Tarija,2026-05-19,2026-06-07,2027-05-19,792,781,5,19,82.37,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-19,2026-06-07,2027-05-19,PROD-002,792,781,5,19,82.37,365.0,False,,6,False,False,False,SILVER,True
100,MOV-000100,LOT-2026-00100, prod-028 ,La Paz,2026-06-04,2026-07-19,2027-06-04,760,738,16,45,27.13,False,,False,,True,Formato esperado: PROD-\d{3},False,,False,,False,,False,,False,,False,,False,,False,,False,,True,NORMALIZAR_PRODUCTO_ID,Espacios y mayúsculas normalizados,2026-06-04,2026-07-19,2027-06-04,PROD-028,760,738,16,45,27.13,365.0,False,,6,False,False,False,SILVER,True
101,MOV-000101,LOT-2026-00101,PROD-010,Cochabamba,2026-08-07,2026-08-30,2027-08-07,500,491,4,23,18.97,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-07,2026-08-30,2027-08-07,PROD-010,500,491,4,23,18.97,365.0,False,,5,False,False,False,SILVER,True
102,MOV-000102,LOT-2026-00102,PROD-037,Tarija,2026-07-23,2026-08-16,2026-08-10,737,700,35,24,25.76,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-07-23,2026-08-16,2026-08-10,PROD-037,737,700,35,24,25.76,18.0,False,,2,True,False,False,SILVER,True
103,MOV-000103,LOT-2026-00103,PROD-036,Tarija,2026-07-28,2026-08-13,2026-08-15,385,372,12,16,58.54,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-28,2026-08-13,2026-08-15,PROD-036,385,372,12,16,58.54,18.0,False,,1,False,False,False,SILVER,True
104,MOV-000104,LOT-2026-00104,PROD-038,Oruro,2026-08-27,2026-09-13,2027-08-27,299,290,2,17,26.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-27,2026-09-13,2027-08-27,PROD-038,299,290,2,17,26.68,365.0,False,,7,False,False,False,SILVER,True
105,MOV-000105,LOT-2026-00105,PROD-028,Tarija,2026-05-17,2026-06-12,2027-05-17,946,937,5,26,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-17,2026-06-12,2027-05-17,PROD-028,946,937,5,26,27.13,365.0,False,,4,False,False,False,SILVER,True
106,MOV-000106,LOT-2026-00106,PROD-042,Santa Cruz,2026-07-03,2026-07-19,2027-07-03,654,644,4,16,55.74,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-03,2026-07-19,2027-07-03,PROD-042,654,644,4,16,55.74,365.0,False,,6,False,False,False,SILVER,True
107,MOV-000107,LOT-2026-00107,PROD-039,Santa Cruz,2026-08-17,2026-08-26,2027-08-17,333,325,3,9,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-08-26,2027-08-17,PROD-039,333,325,3,9,53.27,365.0,False,,5,False,False,False,SILVER,True
108,MOV-000108,LOT-2026-00108,PROD-028,La Paz,2026-05-21,2026-06-02,2027-05-21,207,201,1,12,27.13,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-21,2026-06-02,2027-05-21,PROD-028,207,201,1,12,27.13,365.0,False,,5,False,False,False,SILVER,True
109,MOV-000109,LOT-2026-00109,PROD-053,Oruro,2026-07-23,2026-08-10,2026-08-10,914,879,32,18,52.38,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-23,2026-08-10,2026-08-10,PROD-053,914,879,32,18,52.38,18.0,False,,3,False,False,False,SILVER,True
110,MOV-000110,LOT-2026-00110,PROD-003,Santa Cruz,2026-07-11,2026-07-29,2027-07-11,617,611,4,18,68.01,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-11,2026-07-29,2027-07-11,PROD-003,617,611,4,18,68.01,365.0,False,,2,False,False,False,SILVER,True
111,MOV-000111,LOT-2026-00111,PROD-006,Cochabamba,2026-07-02,2026-07-22,2027-07-02,955,939,10,20,29.49,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-22,2027-07-02,PROD-006,955,939,10,20,29.49,365.0,False,,6,False,False,False,SILVER,True
112,MOV-000112,LOT-2026-00112,PROD-046,Oruro,2026-08-19,2026-08-30,2027-08-19,154,152,1,11,25.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-19,2026-08-30,2027-08-19,PROD-046,154,152,1,11,25.66,365.0,False,,1,False,False,False,SILVER,True
113,MOV-000113,LOT-2026-00113,PROD-005,Santa Cruz,2026-08-08,2026-08-24,2027-08-08,124,123,1,16,35.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-08,2026-08-24,2027-08-08,PROD-005,124,123,1,16,35.68,365.0,False,,0,False,False,False,SILVER,True
114,MOV-000114,LOT-2026-00114,PROD-049,Cochabamba,2026-06-06,2026-06-30,2026-06-24,357,335,16,24,53.71,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-06,2026-06-30,2026-06-24,PROD-049,357,335,16,24,53.71,18.0,False,,6,True,False,False,SILVER,True
115,MOV-000115,LOT-2026-00115,PROD-026,Cochabamba,2026-07-02,2026-07-19,2026-07-20,420,400,15,17,28.64,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-07-19,2026-07-20,PROD-026,420,400,15,17,28.64,18.0,False,,5,False,False,False,SILVER,True
116,MOV-000116,LOT-2026-00116,PROD-052,Cochabamba,2026-05-19,2026-05-30,2026-06-06,478,465,13,11,41.48,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-19,2026-05-30,2026-06-06,PROD-052,478,465,13,11,41.48,18.0,False,,0,False,False,False,SILVER,True
117,MOV-000117,LOT-2026-00117,PROD-019,La Paz,2026-06-29,2026-07-10,2027-06-29,495,487,3,11,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-29,2026-07-10,2027-06-29,PROD-019,495,487,3,11,62.3,365.0,False,,5,False,False,False,SILVER,True
118,MOV-000118,LOT-2026-00118,PROD-048,La Paz,2026-05-02,2026-05-30,2027-05-02,357,351,2,28,49.21,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-02,2026-05-30,2027-05-02,PROD-048,357,351,2,28,49.21,365.0,False,,4,False,False,False,SILVER,True
119,MOV-000119,LOT-2026-00119,PROD-049,Tarija,2026-08-18,2026-09-11,2026-09-05,991,943,45,24,53.71,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-08-18,2026-09-11,2026-09-05,PROD-049,991,943,45,24,53.71,18.0,False,,3,True,False,False,SILVER,True
120,MOV-000120,LOT-2026-00120,PROD-012,Santa Cruz,2026-08-08,2026-09-04,2027-08-08,618,610,4,27,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-08,2026-09-04,2027-08-08,PROD-012,618,610,4,27,59.96,365.0,False,,4,False,False,False,SILVER,True
121,MOV-000121,LOT-2026-00121,PROD-002,Santa Cruz,2026-07-02,2026-08-02,2027-07-02,354,350,3,31,82.37,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-02,2026-08-02,2027-07-02,PROD-002,354,350,3,31,82.37,365.0,False,,1,False,False,False,SILVER,True
122,MOV-000122,LOT-2026-00122,PROD-058,Oruro,2026-07-20,2026-07-29,2027-01-16,660,648,8,9,82.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-20,2026-07-29,2027-01-16,PROD-058,660,648,8,9,82.19,180.0,False,,4,False,False,False,SILVER,True
123,MOV-000123,LOT-2026-00123,PROD-055,Santa Cruz,2026-05-24,2026-06-09,2027-05-24,891,882,7,16,69.47,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-24,2026-06-09,2027-05-24,PROD-055,891,882,7,16,69.47,365.0,False,,2,False,False,False,SILVER,True
124,MOV-000124,LOT-2026-00124,PROD-039,Santa Cruz,2026-06-19,2026-07-07,2027-06-19,709,698,4,18,53.27,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-19,2026-07-07,2027-06-19,PROD-039,709,698,4,18,53.27,365.0,False,,7,False,False,False,SILVER,True
125,MOV-000125,LOT-2026-00125,PROD-031,Tarija,2026-07-17,2026-08-15,2027-07-17,625,616,5,29,50.89,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-17,2026-08-15,2027-07-17,PROD-031,625,616,5,29,50.89,365.0,False,,4,False,False,False,SILVER,True
126,MOV-000126,LOT-2026-00126,PROD-026,La Paz,2026-07-16,2026-07-23,2026-08-03,485,465,14,7,28.64,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-16,2026-07-23,2026-08-03,PROD-026,485,465,14,7,28.64,18.0,False,,6,False,False,False,SILVER,True
127,MOV-000127,LOT-2026-00127,PROD-038,Tarija,2026-05-10,2026-05-30,2027-05-10,909,899,7,20,26.68,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-10,2026-05-30,2027-05-10,PROD-038,909,899,7,20,26.68,365.0,False,,3,False,False,False,SILVER,True
128,MOV-000128,LOT-2026-00128,PROD-035,Oruro,2026-08-10,2026-08-17,2027-02-06,897,880,12,7,37.84,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-10,2026-08-17,2027-02-06,PROD-035,897,880,12,7,37.84,180.0,False,,5,False,False,False,SILVER,True
129,MOV-000129,LOT-2026-00129,PROD-012,La Paz,2026-06-30,2026-07-11,2027-06-30,863,853,4,11,59.96,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-30,2026-07-11,2027-06-30,PROD-012,863,853,4,11,59.96,365.0,False,,6,False,False,False,SILVER,True
130,MOV-000130,LOT-2026-00130,PROD-019,Santa Cruz,2026-07-19,2026-08-09,2027-07-19,207,206,1,21,62.3,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-19,2026-08-09,2027-07-19,PROD-019,207,206,1,21,62.3,365.0,False,,0,False,False,False,SILVER,True
131,MOV-000131,LOT-2026-00131,PROD-022,Cochabamba,2026-07-12,2026-07-15,2026-07-30,968,935,28,3,24.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-12,2026-07-15,2026-07-30,PROD-022,968,935,28,3,24.66,18.0,False,,5,False,False,False,SILVER,True
132,MOV-000132,LOT-2026-00132,PROD-044,Tarija,2026-07-17,2026-07-28,2026-08-04,688,668,19,11,38.35,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-17,2026-07-28,2026-08-04,PROD-044,688,668,19,11,38.35,18.0,False,,1,False,False,False,SILVER,True
133,MOV-000133,LOT-2026-00133,PROD-054,Cochabamba,2026-06-22,2026-06-30,2026-12-19,793,783,10,8,79.92,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-22,2026-06-30,2026-12-19,PROD-054,793,783,10,8,79.92,180.0,False,,0,False,False,False,SILVER,True
134,MOV-000134,LOT-2026-00134,PROD-051,Oruro,2026-06-03,2026-06-06,2026-11-30,988,969,13,3,24.83,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-06-03,2026-06-06,2026-11-30,PROD-051,988,969,13,3,24.83,180.0,False,,6,False,False,False,SILVER,True
135,MOV-000135,LOT-2026-00135,PROD-046,Santa Cruz,2026-05-11,2026-05-25,2027-05-11,500,491,5,14,25.66,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-11,2026-05-25,2027-05-11,PROD-046,500,491,5,14,25.66,365.0,False,,4,False,False,False,SILVER,True
136,MOV-000136,LOT-2026-00136,PROD-051,Cochabamba,2026-08-17,2026-08-25,2027-02-13,334,327,5,8,24.83,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-17,2026-08-25,2027-02-13,PROD-051,334,327,5,8,24.83,180.0,False,,2,False,False,False,SILVER,True
137,MOV-000137,LOT-2026-00137,PROD-034,Oruro,2026-05-24,2026-06-09,2026-06-11,803,770,26,16,54.4,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-24,2026-06-09,2026-06-11,PROD-034,803,770,26,16,54.4,18.0,False,,7,False,False,False,SILVER,True
138,MOV-000138,LOT-2026-00138,PROD-060,Tarija,2026-07-16,2026-07-21,2027-01-12,908,888,15,5,30.63,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-07-16,2026-07-21,2027-01-12,PROD-060,908,888,15,5,30.63,180.0,False,,5,False,False,False,SILVER,True
139,MOV-000139,LOT-2026-00139,PROD-044,Cochabamba,2026-06-03,2026-06-25,2026-06-21,811,773,33,22,38.35,False,,False,,False,,False,,False,,False,Salida posterior al vencimiento (riesgo de negocio),False,,False,,False,,False,,False,,False,,False,,,2026-06-03,2026-06-25,2026-06-21,PROD-044,811,773,33,22,38.35,18.0,False,,5,True,False,False,SILVER,True
140,MOV-000140,LOT-2026-00140,PROD-025,Cochabamba,2026-05-07,2026-05-13,2026-11-03,804,784,16,6,54.32,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-07,2026-05-13,2026-11-03,PROD-025,804,784,16,6,54.32,180.0,False,,4,False,False,False,SILVER,True
141,MOV-000141,LOT-2026-00141,PROD-058,La Paz,2026-05-14,2026-05-25,2026-11-10,89,83,2,11,82.19,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-14,2026-05-25,2026-11-10,PROD-058,89,83,2,11,82.19,180.0,False,,4,False,False,False,SILVER,True
142,MOV-000142,LOT-2026-00142,PROD-041,Oruro,2026-08-08,2026-08-09,2027-02-04,586,576,10,1,48.44,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-08-08,2026-08-09,2027-02-04,PROD-041,586,576,10,1,48.44,180.0,False,,0,False,False,False,SILVER,True
143,MOV-000143,LOT-2026-00143,PROD-016,Oruro,2026-05-17,2026-05-30,2027-05-17,740,729,5,13,25.77,False,,False,,False,Sin correspondencia en Productos Silver de cobertura parcial,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,,2026-05-17,2026-05-30,2027-05-17,PROD-016,740,729,5,13,25.77,365.0,False,,6,False,False,False,SILVER,True
