fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,columnas_con_problemas,cantidad_problemas,reglas_con_problemas,incidencias_json,cantidad_critical,cantidad_warning,en_cuarentena,version_diagnostico,version_catalogo,sha256_bronze,zona_horaria_origen,reglas_no_ejecutadas
50,2026-08-02 13:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.51,C,47.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
51,2026-08-02 14:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.84,C,53.5,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
52,2026-08-02 14:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.31,C,55.5,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
53,2026-08-02 15:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.12,C,46.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
54,2026-08-02 15:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.47,C,32.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
55,2026-08-02 16:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.45,C,61.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
56,2026-08-02 16:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.81,C,46.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
57,2026-08-02 17:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.64,C,57.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
58,2026-08-02 17:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.35,C,41.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
59,2026-08-02 18:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.26,C,57.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
60,2026-08-02 18:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,22.0,C,50.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
61,2026-08-02 19:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.06,C,44.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
62,2026-08-02 19:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.59,C,43.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
63,2026-08-02 20:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.52,C,36.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
64,2026-08-02 20:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.16,C,47.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
65,2026-08-02 21:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.83,C,49.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
66,2026-08-02 21:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.87,C,44.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
67,2026-08-02 22:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,17.97,C,42.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
68,2026-08-02 22:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,16.67,C,48.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
69,2026-08-02 23:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,20.87,C,44.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
70,2026-08-02 23:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,18.59,C,53.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
71,2026-08-03 00:15:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,21.81,C,52.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
72,2026-08-03 00:45:00,VIA-00003,ORD-2026-02991,CAM-29,PROD-057,19.67,C,58.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
73,2026-08-02 19:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.85,C,39.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
74,2026-08-02 19:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.47,C,52.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
75,2026-08-02 20:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.89,C,54.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
76,2026-08-02 20:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.31,C,57.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
77,2026-08-02 21:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.69,C,53.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
78,2026-08-02 21:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.57,C,34.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
79,2026-08-02 22:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.52,C,46.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
80,2026-08-02 22:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.97,C,54.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
81,2026-08-02 23:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.6,C,48.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
82,2026-08-02 23:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.12,C,48.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
83,2026-08-03 00:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,23.92,C,53.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
84,2026-08-03 00:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.92,C,41.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
85,2026-08-03 01:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.26,C,47.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
86,2026-08-03 01:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.5,C,45.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
87,2026-08-03 02:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.29,C,45.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
88,2026-08-03 02:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.37,C,52.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
89,2026-08-03 03:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.9,C,59.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
90,2026-08-03 03:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,22.97,C,41.7,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
91,2026-08-03 04:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,19.8,C,48.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
92,2026-08-03 04:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,20.42,C,56.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
93,2026-08-03 05:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,15.99,C,57.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
94,2026-08-03 05:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.63,C,43.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
95,2026-08-03 06:25:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,17.26,C,38.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
96,2026-08-03 06:55:00,VIA-00004,ORD-2026-06185,CAM-10,PROD-048,18.16,C,46.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
97,2026-08-06 18:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.54,C,73.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
98,2026-08-06 19:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.04,C,63.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
99,2026-08-06 19:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.66,C,76.2,0,1,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
100,2026-08-06 20:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.33,C,75.2,0,1,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
101,2026-08-06 20:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,6.91,C,73.3,1,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
102,2026-08-06 21:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.7,C,78.5,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
103,2026-08-06 21:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.74,C,62.5,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
104,2026-08-06 22:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.84,C,88.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
105,2026-08-06 22:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.76,C,86.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
106,2026-08-06 23:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.05,C,82.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
107,2026-08-06 23:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.89,C,77.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
108,2026-08-07 00:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.51,C,86.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
109,2026-08-07 00:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.68,C,82.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
110,2026-08-07 01:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,79.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
111,2026-08-07 01:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.41,C,73.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
112,2026-08-07 02:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.97,C,90.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
113,2026-08-07 02:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.07,C,92.9,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
114,2026-08-07 03:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.35,C,72.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
115,2026-08-07 03:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,2.87,C,72.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
116,2026-08-07 04:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,3.75,C,90.0,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
117,2026-08-07 04:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.88,C,65.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
118,2026-08-07 05:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,5.23,C,68.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
119,2026-08-07 05:41:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.46,C,78.8,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
120,2026-08-07 06:11:00,VIA-00005,ORD-2026-02796,CAM-25,PROD-009,4.66,C,83.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
121,2026-08-11 10:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.44,C,,0,0,humedad_cabina_pct,1,IOT-R019,"[{""rule_id"": ""IOT-R019"", ""columna_afectada"": ""humedad_cabina_pct"", ""codigo_error"": ""FALTANTE"", ""severidad"": ""CRITICAL"", ""accion"": ""CUARENTENA"", ""tipo_problema"": ""FALTANTE"", ""dimension_calidad"": ""COMPLETITUD"", ""valor_original"": """", ""detalle"": ""Humedad vacía""}]",1,0,True,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
122,2026-08-11 11:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.9,C,69.4,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
123,2026-08-11 11:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.45,C,77.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
124,2026-08-11 12:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.48,C,74.6,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
125,2026-08-11 12:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-2.31,F,72.3,0,0,temp_unit,1,IOT-R015,"[{""rule_id"": ""IOT-R015"", ""columna_afectada"": ""temp_unit"", ""codigo_error"": ""PENDIENTE_CONVERSION_F"", ""severidad"": ""WARNING"", ""accion"": ""REVISAR"", ""tipo_problema"": ""CONFORMIDAD"", ""dimension_calidad"": ""CONFORMIDAD"", ""valor_original"": ""F"", ""detalle"": ""Lectura válida en F; estandarización corresponde al tratamiento""}]",0,1,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
126,2026-08-11 13:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.81,C,76.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
127,2026-08-11 13:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.28,C,65.1,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
128,2026-08-11 14:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.8,C,66.2,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
129,2026-08-11 14:57:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-17.7,C,56.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
130,2026-08-11 15:27:00,VIA-00006,ORD-2026-01337,CAM-26,PROD-060,-18.54,C,67.3,0,0,,0,,[],0,0,False,GIAD-M3-S4-IOT-diagnostico-v7,1.1.0,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,America/La_Paz,IOT-R028
