fila_bronze,timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag,timestamp_estado,timestamp_motivo,viaje_id_estado,viaje_id_motivo,order_id_estado,order_id_motivo,camion_id_estado,camion_id_motivo,producto_id_estado,producto_id_motivo,temperatura_cabina_c_estado,temperatura_cabina_c_motivo,temp_unit_estado,temp_unit_motivo,humedad_cabina_pct_estado,humedad_cabina_pct_motivo,desviacion_termica_flag_estado,desviacion_termica_flag_motivo,desviacion_proximos_60min_flag_estado,desviacion_proximos_60min_flag_motivo,cantidad_problemas,en_cuarentena,severidad_maxima,columnas_con_problemas,motivos_fila,zona_horaria_origen,version_diagnostico,sha256_bronze,acciones_tratamiento,motivos_tratamiento,camion_id_tratado,temp_unit_tratado,temperatura_cabina_c_tratada,humedad_cabina_pct_tratada,timestamp_utc,temperatura_imputada,humedad_imputada,motivo_cuarentena_final,en_cuarentena_final,decision_tratamiento,umbral_producto_evaluable,flag_termico_coherente,apta_kpi_termico,categoria_producto_maestro,tipo_camion_maestro,compatibilidad_tipo_camion_estado,posible_incompatibilidad_termica,compatibilidad_tipo_camion_motivo,apta_objetivo_60min
7583,2026-08-18 15:59:00,VIA-00316,ORD-2026-04476,CAM-11,PROD-021,,C,75.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-11,C,,75.0,2026-08-18T19:59:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
7681,2026-08-07 14:40:00,VIA-00321,ORD-2026-04625,CAM-21,PROD-005,18.9,C,-50.5,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Humedad fuera de 0 a 100 %,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Humedad fuera de 0 a 100 %,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-21,C,18.9,,2026-08-07T18:40:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
7749,2026-08-07 10:26:00,VIA-00323,ORD-2026-06309,CAM-24,PROD-002,-999.0,C,51.2,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-24,C,,51.2,2026-08-07T14:26:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
7776,2026-08-19 17:26:00,VIA-00324,ORD-2026-05843,CAM-03,PROD-057,,C,51.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-03,C,,51.0,2026-08-19T21:26:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
8028,2026-08-29 14:16:00,VIA-00335,ORD-2026-07179,CAM-29,PROD-030,,C,37.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-29,C,,37.7,2026-08-29T18:16:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
8232,2026-08-09 00:00:00,VIA-00343,ORD-2026-06413,CAM-08,PROD-036,3.43,C,,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,2,True,CRITICO,producto_id|humedad_cabina_pct,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-08,C,3.43,,2026-08-09T04:00:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,NO_EVALUABLE,False,Categoria observada o tipo de camion no disponible para evaluar,False
8696,2026-02-31 09:15:00,VIA-00363,ORD-2026-07429,CAM-10,PROD-001,2.74,C,70.2,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,timestamp,timestamp: Formato o fecha de calendario inválidos,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-10,C,2.74,70.2,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
9215,2026-08-15 19:53:00,VIA-00384,ORD-2026-00605,CAM-06,PROD-014,-999.0,C,52.6,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-06,C,,52.6,2026-08-15T23:53:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
9456,2026-02-31 09:15:00,VIA-00394,ORD-2026-07231,CAM-25,PROD-046,19.91,C,41.7,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|producto_id,timestamp: Formato o fecha de calendario inválidos | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-25,C,19.91,41.7,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
10080,2026-08-03 21:51:00,VIA-00420,ORD-2026-02885,CAM-15,PROD-035,,C,61.5,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-15,C,,61.5,2026-08-04T01:51:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
10123,2026-02-31 09:15:00,VIA-00422,ORD-2026-00525,CAM-20,PROD-001,36.52,F,64.4,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,OK,,REVISAR,Fahrenheit reconocido; convertir a Celsius en tratamiento,OK,,OK,,OK,,3,True,CRITICO,timestamp|camion_id|temp_unit,timestamp: Formato o fecha de calendario inválidos | camion_id: Sin correspondencia en Flota Silver de cobertura parcial | temp_unit: Fahrenheit reconocido | temp_unit: convertir a Celsius en tratamiento,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CONVERTIR_F_A_C,Fahrenheit convertido a Celsius,CAM-20,C,2.511111111111113,64.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
10945,2026-08-19 10:13:00,VIA-00457,ORD-2026-01549,CAM-23,PROD-020,-999.0,C,36.9,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-23,C,,36.9,2026-08-19T14:13:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
11185,2026-08-15 09:38:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-053,4.62,C,,0,0,OK,,OK,,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,1,True,CRITICO,humedad_cabina_pct,humedad_cabina_pct: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-26,C,4.62,,2026-08-15T13:38:00Z,False,False,Humedad sin valor recuperable,True,CUARENTENA,True,True,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
11257,2026-08-30 03:12:00,VIA-00470,ORD-2026-00187,CAM-11,PROD-035,-999.0,C,75.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-11,C,,75.7,2026-08-30T07:12:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
11385,2026-08-27 19:42:00,VIA-00475,ORD-2026-01792,CAM-03,PROD-016,18.45,C,52.8,0,0,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Misma clave con datos diferentes | timestamp: revisar ambas lecturas | viaje_id: Misma clave con datos diferentes | viaje_id: revisar ambas lecturas | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | CUARENTENA_CONFLICTO,Timestamp local de Bolivia convertido a UTC | Misma clave de lectura con datos distintos,CAM-03,C,18.45,52.8,2026-08-27T23:42:00Z,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
11926,2026-08-16 15:25:00,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,,C,57.7,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-03,C,,57.7,2026-08-16T19:25:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12097,2026-08-11 07:38:00,VIA-00505,ORD-2026-02549,CAM-23,PROD-029,-999.0,C,45.0,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-23,C,,45.0,2026-08-11T11:38:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12198,2026-08-11 11:33:00,VIA-00509,ORD-2026-05559,CAM-27,PROD-030,-999.0,C,47.4,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-27,C,,47.4,2026-08-11T15:33:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
12757,2026-08-30 22:23:00,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,,C,56.2,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-23,C,,56.2,2026-08-31T02:23:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
12771,2026-08-09 21:15:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,,C,49.3,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-11,C,,49.3,2026-08-10T01:15:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13016,2026-08-28 23:01:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,20.24,C,46.3,0,0,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,CRITICO,Misma clave con datos diferentes; revisar ambas lecturas,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,3,True,CRITICO,timestamp|viaje_id|producto_id,timestamp: Misma clave con datos diferentes | timestamp: revisar ambas lecturas | viaje_id: Misma clave con datos diferentes | viaje_id: revisar ambas lecturas | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC | CUARENTENA_CONFLICTO,Timestamp local de Bolivia convertido a UTC | Misma clave de lectura con datos distintos,CAM-24,C,20.24,46.3,2026-08-29T03:01:00Z,False,False,Clave de lectura en conflicto,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13029,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,16.59,C,46.4,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|producto_id,timestamp: Formato o fecha de calendario inválidos | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-24,C,16.59,46.4,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Refrigerado,SIN_ALERTA,False,,False
13298,2026-08-02 02:54:00,VIA-00555,ORD-2026-05267,CAM-20,PROD-021,,C,82.8,0,0,OK,,OK,,OK,,REVISAR,Sin correspondencia en Flota Silver de cobertura parcial,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,2,True,CRITICO,camion_id|temperatura_cabina_c,camion_id: Sin correspondencia en Flota Silver de cobertura parcial | temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-20,C,,82.8,2026-08-02T06:54:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
13440,2026-08-16 11:48:00,VIA-00560,ORD-2026-04169,CAM-12,PROD-046,-999.0,C,40.8,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-12,C,,40.8,2026-08-16T15:48:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
13692,2026-08-17 00:14:00,VIA-00571,ORD-2026-01188,CAM-19,PROD-049,-999.0,C,82.6,1,1,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-19,C,,82.6,2026-08-17T04:14:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,False,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
13824,2026-08-23 16:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,-999.0,C,42.5,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-16,C,,42.5,2026-08-23T20:19:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Seco,SIN_ALERTA,False,,False
14165,2026-02-31 09:15:00,VIA-00591,ORD-2026-05366,CAM-08,PROD-051,-17.62,C,56.1,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,timestamp,timestamp: Formato o fecha de calendario inválidos,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-08,C,-17.62,56.1,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Congelado,Refrigerado,SIN_ALERTA,False,,False
14376,2026-08-25 23:01:00,VIA-00599,ORD-2026-04996,CAM-08,PROD-030,,C,47.3,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-08,C,,47.3,2026-08-26T03:01:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
14414,2026-02-31 09:15:00,VIA-00601,ORD-2026-00100,CAM-26,PROD-049,9.13,C,86.3,1,1,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,OK,,OK,,OK,,OK,,OK,,2,True,CRITICO,timestamp|producto_id,timestamp: Formato o fecha de calendario inválidos | producto_id: Sin correspondencia en Productos Silver de cobertura parcial,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-26,C,9.13,86.3,,False,False,Fecha local inválida,True,CUARENTENA,False,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
14863,2026-08-15 21:10:00,VIA-00620,ORD-2026-05089,CAM-26,PROD-024,,C,40.8,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-26,C,,40.8,2026-08-16T01:10:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
15244,2026-02-31 09:15:00,VIA-00636,ORD-2026-07494,CAM-18,PROD-024,20.62,C,42.1,0,0,CRITICO,Formato o fecha de calendario inválidos,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,OK,,1,True,CRITICO,timestamp,timestamp: Formato o fecha de calendario inválidos,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,,,CAM-18,C,20.62,42.1,,False,False,Fecha local inválida,True,CUARENTENA,True,True,False,Seco,Seco,SIN_ALERTA,False,,False
15780,2026-08-29 09:25:00,VIA-00658,ORD-2026-06403,CAM-28,PROD-045,-999.0,C,83.2,0,1,OK,,OK,,OK,,OK,,OK,,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-28,C,,83.2,2026-08-29T13:25:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Fresco,Refrigerado,SIN_ALERTA,False,,False
16488,2026-08-20 07:45:00,VIA-00687,ORD-2026-03211,CAM-15,PROD-016,-999.0,C,52.6,0,0,OK,,OK,,OK,,OK,,REVISAR,Sin correspondencia en Productos Silver de cobertura parcial,CRITICO,-999 es centinela: no es una temperatura,OK,,OK,,OK,,OK,,2,True,CRITICO,producto_id|temperatura_cabina_c,producto_id: Sin correspondencia en Productos Silver de cobertura parcial | temperatura_cabina_c: -999 es centinela: no es una temperatura,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,CENTINELA_A_FALTANTE | DERIVAR_UTC,-999 no representa temperatura | Timestamp local de Bolivia convertido a UTC,CAM-15,C,,52.6,2026-08-20T11:45:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
16576,2026-08-06 16:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,,C,43.5,0,0,OK,,OK,,OK,,OK,,OK,,CRITICO,Valor faltante,OK,,OK,,OK,,OK,,1,True,CRITICO,temperatura_cabina_c,temperatura_cabina_c: Valor faltante,America/La_Paz,GIAD-M3-S4-IOT-diagnostico-didactico-v1,edb7afe2f7fb836e59fe605d30c88b3b5b13a6d8ab2ec0b37f206a14e58de6bf,DERIVAR_UTC,Timestamp local de Bolivia convertido a UTC,CAM-15,C,,43.5,2026-08-06T20:52:00Z,False,False,Temperatura sin valor recuperable,True,CUARENTENA,True,False,False,Seco,Refrigerado,SIN_ALERTA,False,,False
