fila_bronze,rule_id,columna_afectada,codigo_error,severidad,accion,tipo_problema,dimension_calidad,valor_original,detalle,estado_tratamiento,bloquea_silver,tratamiento_aplicado,detalle_resultado
376,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
377,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
378,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
379,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
380,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
381,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
382,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
383,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
384,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-031,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
386,IOT-R015,temp_unit,PENDIENTE_CONVERSION_F,WARNING,REVISAR,CONFORMIDAD,CONFORMIDAD,F,Lectura válida en F; estandarización corresponde al tratamiento,RESUELTO,False,F_A_C,Fahrenheit convertido a Celsius en columna preparada
425,IOT-R018,temperatura_cabina_c,VALOR_CENTINELA,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
448,IOT-R015,temp_unit,PENDIENTE_CONVERSION_F,WARNING,REVISAR,CONFORMIDAD,CONFORMIDAD,F,Lectura válida en F; estandarización corresponde al tratamiento,RESUELTO,False,F_A_C,Fahrenheit convertido a Celsius en columna preparada
457,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
458,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
459,IOT-R018,temperatura_cabina_c,VALOR_CENTINELA,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
459,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
460,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
461,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
462,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
463,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
464,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
465,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
466,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
467,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
468,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
469,IOT-R018,temperatura_cabina_c,VALOR_CENTINELA,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
469,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
470,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
471,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
472,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
473,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
474,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
475,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
476,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
477,IOT-R016,temperatura_cabina_c,FALTANTE,CRITICAL,CUARENTENA,FALTANTE,COMPLETITUD,,Temperatura vacía,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
477,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
478,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
479,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
480,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
505,IOT-R015,temp_unit,PENDIENTE_CONVERSION_F,WARNING,REVISAR,CONFORMIDAD,CONFORMIDAD,F,Lectura válida en F; estandarización corresponde al tratamiento,RESUELTO,False,F_A_C,Fahrenheit convertido a Celsius en columna preparada
530,IOT-R021,humedad_cabina_pct,FUERA_RANGO,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-45.2,Humedad fuera de 0 a 100%,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
533,IOT-R019,humedad_cabina_pct,FALTANTE,CRITICAL,CUARENTENA,FALTANTE,COMPLETITUD,,Humedad vacía,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
560,IOT-R015,temp_unit,PENDIENTE_CONVERSION_F,WARNING,REVISAR,CONFORMIDAD,CONFORMIDAD,F,Lectura válida en F; estandarización corresponde al tratamiento,RESUELTO,False,F_A_C,Fahrenheit convertido a Celsius en columna preparada
598,IOT-R019,humedad_cabina_pct,FALTANTE,CRITICAL,CUARENTENA,FALTANTE,COMPLETITUD,,Humedad vacía,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
625,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
625,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
626,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
626,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
627,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
627,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
628,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
628,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
629,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
629,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
630,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
630,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
631,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
631,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
632,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
632,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
633,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
633,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
634,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
634,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
635,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
635,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
636,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
636,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
637,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
637,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
638,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
638,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
639,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-026,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
639,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
